分割タイプ１,分割タイプ２,分割タイプ３,品詞
磨い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,磨く,ミガイ,ミガイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
こい,動詞,非自立,*,*,カ変・クル,命令ｉ,くる,コイ,コイ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
馬鹿,名詞,形容動詞語幹,*,*,*,*,馬鹿,バカ,バカ
！,記号,一般,*,*,*,*,！,！,！
！,記号,一般,*,*,*,*,！,！,！
倍速,名詞,一般,*,*,*,*,倍速,バイソク,バイソク
感染,名詞,サ変接続,*,*,*,*,感染,カンセン,カンセン
梅毒,名詞,一般,*,*,*,*,梅毒,バイドク,バイドク
で,助詞,格助詞,一般,*,*,*,で,デ,デ
金,名詞,一般,*,*,*,*,金,キン,キン
2倍,名詞,固有名詞,一般,*,*,*,2倍,ニバイ,ニバイ
飛ぶ,動詞,自立,*,*,五段・バ行,基本形,飛ぶ,トブ,トブ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
バイト,名詞,一般,*,*,*,*,バイト,バイト,バイト
君,名詞,接尾,人名,*,*,*,君,クン,クン
便器,名詞,一般,*,*,*,*,便器,ベンキ,ベンキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
クソ,接頭詞,形容詞接続,*,*,*,*,クソ,クソ,クソ
文字,名詞,一般,*,*,*,*,文字,モジ,モジ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
かく,副詞,一般,*,*,*,*,かく,カク,カク
描く,動詞,自立,*,*,五段・カ行イ音便,基本形,描く,エガク,エガク
ジャカルタ,名詞,固有名詞,地域,一般,*,*,ジャカルタ,ジャカルタ,ジャカルタ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
便器,名詞,一般,*,*,*,*,便器,ベンキ,ベンキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
○,記号,一般,*,*,*,*,○,○,○
タ,名詞,一般,*,*,*,*,*
と,助詞,格助詞,引用,*,*,*,と,ト,ト
書く,動詞,自立,*,*,五段・カ行イ音便,基本形,書く,カク,カク
ビーサン,名詞,固有名詞,一般,*,*,*,ビーサン,ビーサン,ビーサン
はく,名詞,一般,*,*,*,*,はく,ハク,ハク
ジー,名詞,一般,*,*,*,*,*
さん,名詞,接尾,人名,*,*,*,さん,サン,サン
大胆,名詞,形容動詞語幹,*,*,*,*,大胆,ダイタン,ダイタン
海パン,名詞,固有名詞,一般,*,*,*,海パン,カイパン,カイパン
小さく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,小さい,チイサク,チーサク
なる,動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
と,助詞,格助詞,引用,*,*,*,と,ト,ト
言い,動詞,自立,*,*,五段・ワ行促音便,連用形,言う,イイ,イイ
たく,助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク
なる,動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
｢,記号,一般,*,*,*,*,*
どれ,名詞,代名詞,一般,*,*,*,どれ,ドレ,ドレ
くらい,助詞,副助詞,*,*,*,*,くらい,クライ,クライ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
モレ,名詞,固有名詞,一般,*,*,*,モレ,モレ,モレ
具合い,名詞,一般,*,*,*,*,具合い,グアイ,グアイ
?｣,記号,一般,*,*,*,*,*
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
盛り上がる,動詞,自立,*,*,五段・ラ行,基本形,盛り上がる,モリアガル,モリアガル
の,助詞,連体化,*,*,*,*,の,ノ,ノ
俺,名詞,代名詞,一般,*,*,*,俺,オレ,オレ
ぐらい,助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ
WAKE,名詞,一般,*,*,*,*,*
UP,名詞,一般,*,*,*,*,*
!,記号,一般,*,*,*,*,*
MY,名詞,固有名詞,人名,一般,*,*,MY,マイ,マイ
ドラ息子,名詞,一般,*,*,*,*,どら息子,ドラムスコ,ドラムスコ
名前,名詞,一般,*,*,*,*,名前,ナマエ,ナマエ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ジミー,名詞,固有名詞,人名,名,*,*,ジミー,ジミー,ジミー
夢見,名詞,一般,*,*,*,*,夢見,ユメミ,ユメミ
がち,名詞,接尾,形容動詞語幹,*,*,*,がち,ガチ,ガチ
テント,名詞,一般,*,*,*,*,テント,テント,テント
で,助詞,格助詞,一般,*,*,*,で,デ,デ
目,名詞,一般,*,*,*,*,目,メ,メ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
覚ます,動詞,自立,*,*,五段・サ行,基本形,覚ます,サマス,サマス
日々,名詞,副詞可能,*,*,*,*,日々,ヒビ,ヒビ
「,記号,括弧開,*,*,*,*,「,「,「
ビシッ,副詞,一般,*,*,*,*,ビシッ,ビシッ,ビシッ
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,並立助詞,*,*,*,*,と,ト,ト
一本,名詞,固有名詞,地域,一般,*,*,一本,イッポン,イッポン
筋,名詞,接尾,一般,*,*,*,筋,スジ,スジ
通っ,動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
暴れん,動詞,自立,*,*,一段,体言接続特殊,暴れる,アバレン,アバレン
棒,名詞,一般,*,*,*,*,棒,ボウ,ボー
時,名詞,接尾,副詞可能,*,*,*,時,ジ,ジ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
甘えん坊,名詞,一般,*,*,*,*,甘えん坊,アマエンボウ,アマエンボー
起こす,動詞,自立,*,*,五段・サ行,基本形,起こす,オコス,オコス
また,副詞,助詞類接続,*,*,*,*,また,マタ,マタ
面倒,名詞,形容動詞語幹,*,*,*,*,面倒,メンドウ,メンドー
くり,動詞,自立,*,*,五段・ラ行,連用形,くる,クリ,クリ
返す,動詞,自立,*,*,五段・サ行,基本形,返す,カエス,カエス
間違い,名詞,ナイ形容詞語幹,*,*,*,*,間違い,マチガイ,マチガイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
八割,名詞,固有名詞,地域,一般,*,*,八割,ハチワリ,ハチワリ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
飲酒,名詞,サ変接続,*,*,*,*,飲酒,インシュ,インシュ
時,名詞,接尾,副詞可能,*,*,*,時,ジ,ジ
お前,名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
本当に,副詞,一般,*,*,*,*,本当に,ホントウニ,ホントーニ
勃,名詞,一般,*,*,*,*,*
ち,動詞,自立,*,*,五段・ラ行,体言接続特殊２,ちる,チ,チ
悪,接頭詞,名詞接続,*,*,*,*,悪,アク,アク
りぃ,名詞,固有名詞,人名,一般,*,*,りぃ,リィ,リィ
ー,名詞,一般,*,*,*,*,*
A,名詞,一般,*,*,*,*,*
→,記号,一般,*,*,*,*,→,→,→
B,名詞,固有名詞,組織,*,*,*,*
→,記号,一般,*,*,*,*,→,→,→
C,名詞,一般,*,*,*,*,*
どころか,助詞,接続助詞,*,*,*,*,どころか,ドコロカ,ドコロカ
プチ,名詞,固有名詞,人名,一般,*,*,プチ,プチ,プチ
ED,名詞,固有名詞,一般,*,*,*,ED,イーディー,イーディー
平均値,名詞,固有名詞,一般,*,*,*,平均値,ヘイキンチ,ヘイキンチ
以下,名詞,非自立,副詞可能,*,*,*,以下,イカ,イカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ヤル気,名詞,一般,*,*,*,*,やる気,ヤルキ,ヤルキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
討ち入り,名詞,一般,*,*,*,*,討ち入り,ウチイリ,ウチイリ
向かう,動詞,自立,*,*,五段・ワ行促音便,基本形,向かう,ムカウ,ムカウ
診療所,名詞,固有名詞,一般,*,*,*,診療所,シンリョウジョ,シンリョージョ
求める,動詞,自立,*,*,一段,基本形,求める,モトメル,モトメル
MANZOKU,名詞,一般,*,*,*,*,*
カーテン,名詞,一般,*,*,*,*,カーテン,カーテン,カーテン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
奥,名詞,一般,*,*,*,*,奥,オク,オク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
女医,名詞,一般,*,*,*,*,女医,ジョイ,ジョイ
さん,名詞,接尾,人名,*,*,*,さん,サン,サン
と,助詞,格助詞,一般,*,*,*,と,ト,ト
看護婦,名詞,一般,*,*,*,*,看護婦,カンゴフ,カンゴフ
「,記号,括弧開,*,*,*,*,「,「,「
今日,名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どう,副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,助詞,終助詞,*,*,*,*,の,ノ,ノ
?」,記号,一般,*,*,*,*,*
熱っぽい,形容詞,自立,*,*,形容詞・アウオ段,基本形,熱っぽい,ネツッポイ,ネツッポイ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
ウチ,名詞,一般,*,*,*,*,ウチ,ウチ,ウチ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
子,接頭詞,名詞接続,*,*,*,*,子,コ,コ
通称,名詞,一般,*,*,*,*,通称,ツウショウ,ツーショー
ツチノコ,名詞,固有名詞,一般,*,*,*,ツチノコ,ツチノコ,ツチノコ
近づく,動詞,自立,*,*,五段・カ行イ音便,基本形,近づく,チカヅク,チカズク
口元,名詞,一般,*,*,*,*,口元,クチモト,クチモト
舌,名詞,一般,*,*,*,*,舌,シタ,シタ
包み,名詞,一般,*,*,*,*,包み,ツツミ,ツツミ
コンボ,名詞,一般,*,*,*,*,コンボ,コンボ,コンボ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
↑,記号,一般,*,*,*,*,↑,↑,↑
↑,記号,一般,*,*,*,*,↑,↑,↑
↓,記号,一般,*,*,*,*,↓,↓,↓
↓,記号,一般,*,*,*,*,↓,↓,↓
クネクネ,名詞,固有名詞,一般,*,*,*,クネクネ,クネクネ,クネクネ
じらし,動詞,自立,*,*,五段・サ行,連用形,じらす,ジラシ,ジラシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
マウス,名詞,一般,*,*,*,*,マウス,マウス,マウス
で,助詞,格助詞,一般,*,*,*,で,デ,デ
W,名詞,一般,*,*,*,*,*
クリック,名詞,一般,*,*,*,*,クリック,クリック,クリック
開く,動詞,自立,*,*,五段・カ行イ音便,基本形,開く,ヒラク,ヒラク
世界,名詞,一般,*,*,*,*,世界,セカイ,セカイ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
大切,名詞,形容動詞語幹,*,*,*,*,大切,タイセツ,タイセツ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
形,名詞,一般,*,*,*,*,形,カタチ,カタチ
ピンク,名詞,一般,*,*,*,*,ピンク,ピンク,ピンク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
染まる,動詞,自立,*,*,五段・ラ行,基本形,染まる,ソマル,ソマル
「,記号,括弧開,*,*,*,*,「,「,「
部屋,名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
Y,名詞,固有名詞,組織,*,*,*,*
セツ,名詞,固有名詞,一般,*,*,*,セツ,セツ,セツ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
」,記号,括弧閉,*,*,*,*,」,」,」
俺,名詞,代名詞,一般,*,*,*,俺,オレ,オレ
も,助詞,係助詞,*,*,*,*,も,モ,モ
反省,名詞,サ変接続,*,*,*,*,反省,ハンセイ,ハンセイ
親,名詞,一般,*,*,*,*,親,オヤ,オヤ
も,助詞,係助詞,*,*,*,*,も,モ,モ
反省,名詞,サ変接続,*,*,*,*,反省,ハンセイ,ハンセイ
壊れ,動詞,自立,*,*,一段,連用形,壊れる,コワレ,コワレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
家庭,名詞,一般,*,*,*,*,家庭,カテイ,カテイ
一緒に,名詞,固有名詞,一般,*,*,*,一緒に,イッショニ,イッショニ
再生,名詞,サ変接続,*,*,*,*,再生,サイセイ,サイセイ
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ
なら,助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ
どんな,連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ
過去,名詞,副詞可能,*,*,*,*,過去,カコ,カコ
も,助詞,係助詞,*,*,*,*,も,モ,モ
愛せる,動詞,自立,*,*,一段,基本形,愛せる,アイセル,アイセル
復縁,名詞,サ変接続,*,*,*,*,復縁,フクエン,フクエン
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
二人,名詞,一般,*,*,*,*,二人,フタリ,フタリ
孫,名詞,一般,*,*,*,*,孫,マゴ,マゴ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
抱い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,抱く,ダイ,ダイ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
枯れる,動詞,自立,*,*,一段,基本形,枯れる,カレル,カレル
くらい,助詞,副助詞,*,*,*,*,くらい,クライ,クライ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
泣かせ,動詞,自立,*,*,一段,連用形,泣かせる,ナカセ,ナカセ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ごめん,感動詞,*,*,*,*,*,ごめん,ゴメン,ゴメン
そこら,副詞,一般,*,*,*,*,そこら,ソコラ,ソコラ
中,接頭詞,名詞接続,*,*,*,*,中,チュウ,チュー
頭,名詞,一般,*,*,*,*,頭,アタマ,アタマ
下げ,動詞,自立,*,*,一段,未然形,下げる,サゲ,サゲ
させ,動詞,接尾,*,*,一段,連用形,させる,サセ,サセ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ごめん,感動詞,*,*,*,*,*,ごめん,ゴメン,ゴメン
息子,名詞,一般,*,*,*,*,息子,ムスコ,ムスコ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
面会,名詞,サ変接続,*,*,*,*,面会,メンカイ,メンカイ
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
どんな,連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ
気持ち,名詞,一般,*,*,*,*,気持ち,キモチ,キモチ
？,記号,一般,*,*,*,*,？,？,？
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
帰り道,名詞,一般,*,*,*,*,帰り道,カエリミチ,カエリミチ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どんな,連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ
気持ち,名詞,一般,*,*,*,*,気持ち,キモチ,キモチ
結局,名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク
自分,名詞,一般,*,*,*,*,自分,ジブン,ジブン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
せい,名詞,非自立,一般,*,*,*,せい,セイ,セイ
親,名詞,一般,*,*,*,*,親,オヤ,オヤ
だって,助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
完璧,名詞,形容動詞語幹,*,*,*,*,完璧,カンペキ,カンペキ
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
人間,名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン
恨ん,動詞,自立,*,*,五段・マ行,連用タ接続,恨む,ウラン,ウラン
じゃ,助詞,接続助詞,*,*,*,*,じゃ,ジャ,ジャ
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
ありがとう,感動詞,*,*,*,*,*,ありがとう,アリガトウ,アリガトー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
言い,動詞,自立,*,*,五段・ワ行促音便,連用形,言う,イイ,イイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ー,名詞,固有名詞,一般,*,*,*,*
危,名詞,一般,*,*,*,*,*
ねー,助詞,終助詞,*,*,*,*,ねー,ネー,ネー
あやうく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,あやうい,アヤウク,アヤウク
まとも,名詞,形容動詞語幹,*,*,*,*,まとも,マトモ,マトモ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
人生,名詞,一般,*,*,*,*,人生,ジンセイ,ジンセイ
Yo!,名詞,固有名詞,一般,*,*,*,Yo!,ィヨウ,ィヨー
アトミック,名詞,固有名詞,一般,*,*,*,ATOMIC,アトミック,アトミック
城第,名詞,固有名詞,人名,姓,*,*,城第,ジョウダイ,ジョウダイ
三,名詞,数,*,*,*,*,三,サン,サン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
刺客,名詞,一般,*,*,*,*,刺客,シカク,シカク
丑三つ時,名詞,固有名詞,一般,*,*,*,丑三つ時,ウシミツドキ,ウシミツドキ
第,接頭詞,数接続,*,*,*,*,第,ダイ,ダイ
三,名詞,数,*,*,*,*,三,サン,サン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
目,名詞,一般,*,*,*,*,目,メ,メ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
開く,動詞,自立,*,*,五段・カ行イ音便,基本形,開く,ヒラク,ヒラク
命,名詞,一般,*,*,*,*,命,イノチ,イノチ
さえ,助詞,係助詞,*,*,*,*,さえ,サエ,サエ
懸ける,動詞,自立,*,*,一段,基本形,懸ける,カケル,カケル
平成,名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
忍,名詞,一般,*,*,*,*,忍,ニン,ニン
世,名詞,一般,*,*,*,*,世,ヨ,ヨ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
悪,名詞,一般,*,*,*,*,悪,アク,アク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
睨み,動詞,自立,*,*,五段・マ行,連用形,睨む,ニラミ,ニラミ
きかす,動詞,自立,*,*,五段・サ行,基本形,きかす,キカス,キカス
ジロリ,副詞,一般,*,*,*,*,ジロリ,ジロリ,ジロリ
瞬,名詞,固有名詞,人名,名,*,*,瞬,マドカ,マドカ
殺,動詞,自立,*,*,五段・ラ行,体言接続特殊２,殺る,ヤ,ヤ
まばたき,名詞,サ変接続,*,*,*,*,瞬き,マバタキ,マバタキ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
瞬間,名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン
懐,名詞,一般,*,*,*,*,懐,フトコロ,フトコロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
マイク,名詞,一般,*,*,*,*,マイク,マイク,マイク
影の軍団,名詞,固有名詞,一般,*,*,*,影の軍団,カゲノグンダン,カゲノグンダン
童子-T,名詞,固有名詞,人名,一般,*,*,童子-T,ディーオーエイチゼットアイティー,ディーオーエイチゼットアイティー
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
UZI,名詞,固有名詞,人名,一般,*,*,UZI,ウヂ,ウジ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
KG,名詞,固有名詞,人名,一般,*,*,KG,ケイジー,ケイジー
鍛え,動詞,自立,*,*,一段,連用形,鍛える,キタエ,キタエ
抜か,動詞,非自立,*,*,五段・カ行イ音便,未然形,抜く,ヌカ,ヌカ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
韻,名詞,一般,*,*,*,*,韻,イン,イン
術,名詞,接尾,一般,*,*,*,術,ジュツ,ジュツ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
名人,名詞,一般,*,*,*,*,名人,メイジン,メイジン
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
ヤバ,名詞,一般,*,*,*,*,*
さまる,名詞,固有名詞,人名,一般,*,*,さまる,サマル,サマル
で,助詞,格助詞,一般,*,*,*,で,デ,デ
服部半蔵,名詞,固有名詞,人名,一般,*,*,服部半蔵,ハットリハンゾウ,ハットリハンゾー
ABC,名詞,固有名詞,一般,*,*,*,ABC,エィビィシィ,エィビィシィ
UBG,名詞,固有名詞,一般,*,*,*,UBG,ユービージー,ユービージー
ガッポリ,副詞,一般,*,*,*,*,ガッポリ,ガッポリ,ガッポリ
繁盛,名詞,サ変接続,*,*,*,*,繁盛,ハンジョウ,ハンジョー
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
ヤバ,名詞,一般,*,*,*,*,*
さまる,名詞,固有名詞,人名,一般,*,*,さまる,サマル,サマル
で,助詞,格助詞,一般,*,*,*,で,デ,デ
猿飛佐助,名詞,固有名詞,人名,一般,*,*,猿飛佐助,サルトビサスケ,サルトビサスケ
YO,名詞,固有名詞,組織,*,*,*,*
YO,名詞,一般,*,*,*,*,*
YO,名詞,一般,*,*,*,*,*
やる,動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
とき,名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
やる,動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
悪党,名詞,一般,*,*,*,*,悪党,アクトウ,アクトー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
笑顔,名詞,一般,*,*,*,*,笑顔,エガオ,エガオ
善人,名詞,一般,*,*,*,*,善人,ゼンニン,ゼンニン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ふり,名詞,非自立,一般,*,*,*,ふり,フリ,フリ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
虚言,名詞,一般,*,*,*,*,虚言,キョゲン,キョゲン
野郎,名詞,一般,*,*,*,*,野郎,ヤロウ,ヤロー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
投げる,動詞,自立,*,*,一段,基本形,投げる,ナゲル,ナゲル
